ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type;Place Name;Activity;Quantity;Unit;Start Date;End Date;Month;Region
2137;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Tubod;Finished;3;individuals;Chapter Base;Psychosocial Support;3;individuals;15-Sep-2017;15-Sep-2017;September;Region 10
2319;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;39;individuals;Iligan City National School of Fisheries;Psychosocial Support;39;individuals;29-Sep-2017;29-Sep-2017;September;Region 10
2320;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;143;individuals;Sta. Elena Evacuation Center;Psychosocial Support;143;individuals;29-Sep-2017;29-Sep-2017;September;Region 10
2321;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;40;individuals;Buru-Un Gym;Psychosocial Support;40;individuals;29-Sep-2017;29-Sep-2017;September;Region 10
2322;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;76;individuals;Maria Cristina Gym;Psychosocial Support;76;individuals;29-Sep-2017;29-Sep-2017;September;Region 10
2457;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;20;individuals;Buru-Un Gym;Psychosocial Support;20;individuals;9-Oct-2017;9-Oct-2017;October;Region 10
2458;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;13;individuals;Maria Cristina Gym;Psychosocial Support;13;individuals;9-Oct-2017;9-Oct-2017;October;Region 10
2460;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;41;individuals;Iligan City National School of Fisheries;Psychosocial Support;41;individuals;9-Oct-2017;9-Oct-2017;October;Region 10
2461;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;15;individuals;Sta. Elena Evacuation Center;Psychosocial Support;15;individuals;9-Oct-2017;9-Oct-2017;October;Region 10
2476;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;34;individuals;Sta. Elena Evacuation Center;Psychosocial Support;34;individuals;10-Oct-2017;10-Oct-2017;October;Region 10
2478;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;18;individuals;Iligan City National School of Fisheries;Psychosocial Support;18;individuals;10-Oct-2017;10-Oct-2017;October;Region 10
2481;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;17;individuals;Buru-Un Gym;Psychosocial Support;17;individuals;10-Oct-2017;10-Oct-2017;October;Region 10
2484;ICRC;Welfare;PSS;Psychosocial Support (Film Showing);1035;103504;Maria Cristina;Finished;11;individuals;Maria Cristina Gym;Psychosocial Support (Film Showing);11;individuals;10-Oct-2017;10-Oct-2017;October;Region 10
2499;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;14;individuals;Iligan City National School of Fisheries;Psychosocial Support;14;individuals;11-Oct-2017;11-Oct-2017;October;Region 10
2501;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;47;individuals;Sta. Elena Evacuation Center;Psychosocial Support;47;individuals;11-Oct-2017;11-Oct-2017;October;Region 10
2505;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;19;individuals;Buru-Un Gym;Psychosocial Support;19;individuals;11-Oct-2017;11-Oct-2017;October;Region 10
2506;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;48;individuals;Maria Cristina Gym;Psychosocial Support;48;individuals;11-Oct-2017;11-Oct-2017;October;Region 10
2518;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;16;individuals;Iligan City National School of Fisheries;Psychosocial Support;16;individuals;12-Oct-2017;12-Oct-2017;October;Region 10
2519;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;50;individuals;Sta. Elena Evacuation Center;Psychosocial Support;50;individuals;12-Oct-2017;12-Oct-2017;October;Region 10
2521;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;16;individuals;Buru-Un Gym;Psychosocial Support;16;individuals;12-Oct-2017;12-Oct-2017;October;Region 10
2522;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;23;individuals;Maria Cristina Gym;Psychosocial Support;23;individuals;12-Oct-2017;12-Oct-2017;October;Region 10
2564;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;34;individuals;Iligan City National School of Fisheries;Psychosocial Support;34;individuals;16-Oct-2017;16-Oct-2017;October;Region 10
2565;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;25;individuals;Sta. Elena Evacuation Center;Psychosocial Support;25;individuals;16-Oct-2017;16-Oct-2017;October;Region 10
2570;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;19;individuals;Buru-Un Gym;Psychosocial Support;19;individuals;16-Oct-2017;16-Oct-2017;October;Region 10
2571;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;28;individuals;Maria Cristina Gym;Psychosocial Support;28;individuals;16-Oct-2017;16-Oct-2017;October;Region 10
2585;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;26;individuals;Iligan City National School of Fisheries;Psychosocial Support;26;individuals;17-Oct-2017;17-Oct-2017;October;Region 10
2586;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;35;individuals;Sta. Elena Evacuation Center;Psychosocial Support;35;individuals;17-Oct-2017;17-Oct-2017;October;Region 10
2590;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;19;individuals;Buru-Un Gym;Psychosocial Support;19;individuals;17-Oct-2017;17-Oct-2017;October;Region 10
2593;ICRC;Welfare;PSS;Psychosocial Support (Film Showing);1035;103504;Maria Cristina;Finished;33;individuals;Maria Cristina Gym;Psychosocial Support (Film Showing);33;individuals;17-Oct-2017;17-Oct-2017;October;Region 10
2606;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;30;individuals;Sta. Elena Evacuation Center;Psychosocial Support;30;individuals;18-Oct-2017;18-Oct-2017;October;Region 10
2609;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;22;individuals;Buru-Un Gym;Psychosocial Support;22;individuals;18-Oct-2017;18-Oct-2017;October;Region 10
2611;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;26;individuals;Maria Cristina Gym;Psychosocial Support;26;individuals;18-Oct-2017;18-Oct-2017;October;Region 10
2672;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;22;individuals;Buru-Un Gym;Psychosocial Support;22;individuals;23-Oct-2017;23-Oct-2017;October;Region 10
2680;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Tubod;Finished;5;individuals;Chapter Base;Psychosocial Support;5;individuals;24-Oct-2017;24-Oct-2017;October;Region 10
2780;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;46;individuals;Iligan City National School of Fisheries;Psychosocial Support;46;individuals;31-Oct-2017;31-Oct-2017;October;Region 10
2790;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;24;individuals;Buru-Un Gym;Psychosocial Support;24;individuals;31-Oct-2017;31-Oct-2017;October;Region 10
2791;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;30;individuals;Maria Cristina Gym;Psychosocial Support;30;individuals;31-Oct-2017;31-Oct-2017;October;Region 10
2850;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;5;individuals;Iligan City National School of Fisheries;Psychosocial Support;5;individuals;4-Nov-2017;4-Nov-2017;November;Region 10
2852;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;3;individuals;Sta. Elena Evacuation Center;Psychosocial Support;3;individuals;4-Nov-2017;4-Nov-2017;November;Region 10
2873;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;8;individuals;Buru-Un Gym;Psychosocial Support;8;individuals;4-Nov-2017;4-Nov-2017;November;Region 10
2874;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;13;individuals;Maria Cristina Gym;Psychosocial Support;13;individuals;4-Nov-2017;4-Nov-2017;November;Region 10
3018;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;38;individuals;Iligan City National School of Fisheries;Psychosocial Support;38;individuals;9-Nov-2017;9-Nov-2017;November;Region 10
3022;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;29;individuals;Buru-Un Gym;Psychosocial Support;29;individuals;9-Nov-2017;9-Nov-2017;November;Region 10
3023;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;22;individuals;Maria Cristina Gym;Psychosocial Support;22;individuals;9-Nov-2017;9-Nov-2017;November;Region 10
3069;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;10;Individuals;Sta. Elena Evacuation Center;Psychosocial Support;10;Individuals;11-Nov-2017;11-Nov-2017;November;Region 10
3070;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;6;Individuals;Maria Cristina Gym;Psychosocial Support;6;Individuals;11-Nov-2017;11-Nov-2017;November;Region 10
3176;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-un;Finished;71;individuals;Iligan City National School of Fisheries;Psychosocial Support;71;individuals;16-Nov-2017;16-Nov-2017;November;Region 10
3262;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;5;individuals;Iligan City National School of Fisheries;Psychosocial Support;5;individuals;21-Nov-2017;21-Nov-2017;November;Region 10
3278;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;5;individuals;Buru-Un Gym;Psychosocial Support;5;individuals;21-Nov-2017;21-Nov-2017;November;Region 10
3279;ICRC;Welfare;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;14;Individuals;Maria Cristina Gym;Psychosocial Support;14;Individuals;21-Nov-2017;21-Nov-2017;November;Region 10
63;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;7;individuals;Maria Cristina Gym;Welfare Referral;7;individuals;30-May-2017;30-May-2017;May;Region 10
67;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;2;individuals;Iligan City National School of Fisheries;Welfare Referral;2;individuals;30-May-2017;30-May-2017;May;Region 10
285;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;2;individuals;Buru-Un Gym;Welfare Referral;2;individuals;8-Jun-2017;8-Jun-2017;June;Region 10
303;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;1;individual;Camp Overton, Fuentes;Welfare Referral;1;individual;9-Jun-2017;9-Jun-2017;June;Region 10
330;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tubod;Finished;5;individuals;Chapter Base;Welfare Referral;5;individuals;10-Jun-2017;10-Jun-2017;June;Region 10
345;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;5;individuals;Iligan City National School of Fisheries;Welfare Referral;5;individuals;10-Jun-2017;10-Jun-2017;June;Region 10
433;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;1;individual;Maria Cristina Gym;Welfare Referral;1;individual;14-Jun-2017;14-Jun-2017;June;Region 10
450;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Santa Elena;Finished;1;individual;Sta. Elena Evacuation Center;Welfare Referral;1;individual;14-Jun-2017;14-Jun-2017;June;Region 10
498;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tubod;Finished;2;individuals;Chapter Base;Welfare Referral;2;individuals;17-Jun-2017;17-Jun-2017;June;Region 10
624;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tubod;Finished;14;individuals;Chapter Base;Welfare Referral;14;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
706;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;1;individual;Maria Cristina Gym;Welfare Referral;1;individual;23-Jun-2017;23-Jun-2017;June;Region 10
807;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Santa Elena;Finished;3;individuals;Sta. Elena Evacuation Center;Welfare Referral;3;individuals;28-Jun-2017;28-Jun-2017;June;Region 10
864;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Santa Elena;Finished;1;individual;Sta. Elena Evacuation Center;Welfare Referral;1;individual;30-Jun-2017;30-Jun-2017;June;Region 10
868;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;5;individuals;Iligan City National School of Fisheries;Welfare Referral;5;individuals;30-Jun-2017;30-Jun-2017;June;Region 10
889;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;2;individuals;Maria Cristina Gym;Welfare Referral;2;individuals;1-Jul-2017;1-Jul-2017;July;Region 10
940;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;5;individuals;Maria Cristina Gym;Welfare Referral;5;individuals;3-Jul-2017;3-Jul-2017;July;Region 10
970;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;4;individuals;Maria Cristina Gym;Welfare Referral;4;individuals;4-Jul-2017;4-Jul-2017;July;Region 10
1137;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tubod;Finished;1;individual;Chapter Base;Welfare Referral;1;individual;11-Jul-2017;11-Jul-2017;July;Region 10
1329;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tibanga (Canaway);Finished;1;individual;Tibanga Evacuation Center;Welfare Referral;1;individual;19-Jul-2017;19-Jul-2017;July;Region 10
1995;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Tubod;Finished;1;individual;Chapter Base;Welfare Referral;1;individual;4-Sep-2017;4-Sep-2017;September;Region 10
2041;ICRC;Welfare;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;2;individuals;Iligan City National School of Fisheries;Welfare Referral;2;individuals;8-Sep-2017;8-Sep-2017;September;Region 10
2647;ICRC;Welfare;referral;Welfare Referral;1035;103504;Tubod;Finished;1;individuals;Chapter Base;Welfare Referral;1;individuals;20-Oct-2017;20-Oct-2017;October;Region 10
13;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;22;individuals;Mindanao State University IIT;RFL;22;individuals;26-May-2017;26-May-2017;May;Region 10
15;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;4;individuals;Chapter Base;RFL;4;individuals;26-May-2017;26-May-2017;May;Region 10
23;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;15;individuals;Chapter Base;RFL;15;individuals;27-May-2017;27-May-2017;May;Region 10
59;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;115;individuals;Iligan City National School of Fisheries;RFL;115;individuals;30-May-2017;30-May-2017;May;Region 10
79;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;33;individuals;Iligan City National School of Fisheries;RFL;33;individuals;31-May-2017;31-May-2017;May;Region 10
104;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;79;individuals;Chapter Base;RFL;79;individuals;1-Jun-2017;1-Jun-2017;June;Region 10
105;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;42;individuals;Chapter Base;RFL;42;individuals;1-Jun-2017;1-Jun-2017;June;Region 10
155;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;20;individuals;Sta. Elena Evacuation Center;RFL;20;individuals;3-Jun-2017;3-Jun-2017;June;Region 10
167;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;97;individuals;Chapter Base;RFL;97;individuals;4-Jun-2017;4-Jun-2017;June;Region 10
168;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;56;individuals;Chapter Base;RFL;56;individuals;4-Jun-2017;4-Jun-2017;June;Region 10
198;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;71;individuals;Chapter Base;RFL;71;individuals;5-Jun-2017;5-Jun-2017;June;Region 10
246;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;14;individuals;Sta. Elena Evacuation Center;RFL;14;individuals;7-Jun-2017;7-Jun-2017;June;Region 10
247;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;34;individuals;Iligan City National School of Fisheries;RFL;34;individuals;7-Jun-2017;7-Jun-2017;June;Region 10
249;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;12;individuals;Chapter Base;RFL;12;individuals;7-Jun-2017;7-Jun-2017;June;Region 10
263;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;34;individuals;Iligan City National School of Fisheries;RFL;34;individuals;7-Jun-2017;7-Jun-2017;June;Region 10
284;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;17;individuals;Buru-Un Gym;RFL;17;individuals;8-Jun-2017;8-Jun-2017;June;Region 10
302;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;1;individual;Camp Overton, Fuentes;RFL;1;individual;9-Jun-2017;9-Jun-2017;June;Region 10
318;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;12;individuals;Buru-Un Gym;RFL;12;individuals;9-Jun-2017;9-Jun-2017;June;Region 10
329;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;4;individuals;Chapter Base;RFL;4;individuals;10-Jun-2017;10-Jun-2017;June;Region 10
331;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;15;individuals;Iligan City National School of Fisheries;RFL;15;individuals;10-Jun-2017;10-Jun-2017;June;Region 10
341;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;12;individuals;Chapter Base;RFL;12;individuals;10-Jun-2017;10-Jun-2017;June;Region 10
371;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;3;individuals;Chapter Base;RFL;3;individuals;11-Jun-2017;11-Jun-2017;June;Region 10
375;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;2;individuals;Iligan City National School of Fisheries;RFL;2;individuals;11-Jun-2017;11-Jun-2017;June;Region 10
376;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;5;individuals;Camp Overton, Fuentes;RFL;5;individuals;11-Jun-2017;11-Jun-2017;June;Region 10
378;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;4;individuals;Buru-Un Gym;RFL;4;individuals;11-Jun-2017;11-Jun-2017;June;Region 10
390;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;1;individual;Buru-Un Gym;RFL;1;individual;12-Jun-2017;12-Jun-2017;June;Region 10
392;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;6;individuals;Iligan City National School of Fisheries;RFL;6;individuals;12-Jun-2017;12-Jun-2017;June;Region 10
403;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;14;individuals;Maahad Iligan Evacuation Center (Lomondot Compound);RFL;14;individuals;12-Jun-2017;12-Jun-2017;June;Region 10
414;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;14;individuals;Chapter Base;RFL;14;individuals;13-Jun-2017;13-Jun-2017;June;Region 10
427;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;26;individuals;Iligan City National School of Fisheries;RFL;26;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
428;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;8;individuals;Iligan City National School of Fisheries;RFL;8;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
430;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;50;individuals;Sta. Elena Evacuation Center;RFL;50;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
432;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;14;individuals;Maria Cristina Gym;RFL;14;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
434;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Kamague;Finished;4;individuals;South Bound Terminal;RFL;4;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
435;ICRC;Welfare;RFL;Tracing;1035;103504;Kamague;Finished;3;individuals;South Bound Terminal;RFL;3;individuals;14-Jun-2017;14-Jun-2017;June;Region 10
454;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;5;individuals;Buru-Un Gym;RFL;5;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
457;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;4;individuals;Chapter Base;RFL;4;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
458;ICRC;Welfare;RFL;Tracing;1035;103504;Tubod;Finished;4;individuals;Chapter Base;RFL;4;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
463;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;3;individuals;Iligan City National School of Fisheries;RFL;3;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
464;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;10;individuals;Iligan City National School of Fisheries;RFL;10;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
471;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;13;individuals;Sta. Elena Evacuation Center;RFL;13;individuals;15-Jun-2017;15-Jun-2017;June;Region 10
475;ICRC;Welfare;RFL;Tracing;1035;103504;Santa Elena;Finished;1;individual;Sta. Elena Evacuation Center;RFL;1;individual;15-Jun-2017;15-Jun-2017;June;Region 10
501;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;4;individuals;Iligan City National School of Fisheries;RFL;4;individuals;17-Jun-2017;17-Jun-2017;June;Region 10
502;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;8;individuals;Iligan City National School of Fisheries;RFL;8;individuals;17-Jun-2017;17-Jun-2017;June;Region 10
503;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;7;individual;Buru-Un Gym;RFL;7;individual;17-Jun-2017;17-Jun-2017;June;Region 10
504;ICRC;Welfare;RFL;Tracing;1035;103504;Santa Elena;Finished;2;individual;Sta. Elena Evacuation Center;RFL;2;individual;17-Jun-2017;17-Jun-2017;June;Region 10
505;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;8;individual;Sta. Elena Evacuation Center;RFL;8;individual;17-Jun-2017;17-Jun-2017;June;Region 10
507;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;1;individual;Maria Cristina Gym;RFL;1;individual;17-Jun-2017;17-Jun-2017;June;Region 10
539;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Tubod;Finished;10;individuals;Chapter Base;RFL;10;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
543;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;4;individual;Sta. Elena Evacuation Center;RFL;4;individual;18-Jun-2017;18-Jun-2017;June;Region 10
545;ICRC;Welfare;RFL;Tracing;1035;103504;Maria Cristina;Finished;5;individuals;Maria Cristina Gym;RFL;5;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
546;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;3;individuals;Iligan City National School of Fisheries;RFL;3;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
547;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;22;individuals;Maria Cristina Gym;RFL;22;individuals;18-Jun-2017;18-Jun-2017;June;Region 10
569;ICRC;Welfare;RFL;Tracing;1035;103504;Santa Elena;Finished;1;individual;Sta. Elena Evacuation Center;RFL;1;individual;19-Jun-2017;19-Jun-2017;June;Region 10
570;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;3;individuals;Iligan City National School of Fisheries;RFL;3;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
574;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;13;individuals;Maria Cristina Gym;RFL;13;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
575;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;37;individual;Sta. Elena Evacuation Center;RFL;37;individual;19-Jun-2017;19-Jun-2017;June;Region 10
576;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;7;individuals;Iligan City National School of Fisheries;RFL;7;individuals;19-Jun-2017;19-Jun-2017;June;Region 10
577;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;16;individual;Buru-Un Gym;RFL;16;individual;19-Jun-2017;19-Jun-2017;June;Region 10
620;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;10;individuals;Iligan City National School of Fisheries;RFL;10;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
622;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;30;individuals;Maria Cristina Gym;RFL;30;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
623;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;21;individuals;Sta. Elena Evacuation Center;RFL;21;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
634;ICRC;Welfare;RFL;Tracing;1035;103504;Buru-Un;Finished;10;individuals;Iligan City National School of Fisheries;RFL;10;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
637;ICRC;Welfare;RFL;Tracing;1035;103504;Maria Cristina;Finished;30;individuals;Maria Cristina Gym;RFL;30;individuals;21-Jun-2017;21-Jun-2017;June;Region 10
658;ICRC;Welfare;RFL;Tracing;1035;103504;Maria Cristina;Finished;13;individuals;Maria Cristina Gym;RFL;13;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
660;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;37;individuals;Maria Cristina Gym;RFL;37;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
661;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;32;individuals;Iligan City National School of Fisheries;RFL;32;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
663;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;36;individuals;Sta. Elena Evacuation Center;RFL;36;individuals;22-Jun-2017;22-Jun-2017;June;Region 10
686;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;38;individuals;Iligan City National School of Fisheries;RFL;38;individuals;23-Jun-2017;23-Jun-2017;June;Region 10
687;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;9;individuals;Maria Cristina Gym;RFL;9;individuals;23-Jun-2017;23-Jun-2017;June;Region 10
724;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;30;individuals;Iligan City National School of Fisheries;RFL;30;individuals;24-Jun-2017;24-Jun-2017;June;Region 10
726;ICRC;Welfare;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;5;individuals;Buru-Un Gym;RFL;5;individuals;24-Jun-2017;24-Jun-2017;June;Region 10
