ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
1697;ICRC;Health;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;1;individual
1698;ICRC;Health;Health;BP Taking;1035;103504;Buru-Un;Finished;10;individuals
1699;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1700;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1701;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;30;Inidividuals
1702;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;55;Inidividuals
1703;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;17;Inidividuals
1704;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;30;individuals
1705;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;5;individuals
1706;ICRC;Health;Transport;Ambulance Transport;1035;103504;Kamague;Finished;1;individual
1707;ICRC;Health;Transport;Ambulance Transport;1035;103504;Pala-o;Finished;1;individual
1708;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;30;individuals
1709;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tubod;Finished;45;individuals
1710;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1711;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1712;ICRC;Health;RFL;I am Alive Call;1035;103504;Tubod;Finished;22;Individuals
1713;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;10;individuals
1714;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;9;individuals
1715;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1716;AusAid-DFAT;WASH;Non-Food Items;Hygiene Kit;1035;103504;Santa Elena;Finished;244;families
1717;AusAid-DFAT;WASH;Non-Food Items;Jerry Can (10L);1035;103504;Santa Elena;Finished;244;families
1718;Australian RC;Relief;Non-Food Items;Kitchen Set;1035;103504;Santa Elena;Finished;244;families
1719;AusAid-DFAT;Relief;Non-Food Items;Sleeping Kit (Blanket);1035;103504;Santa Elena;Finished;244;families
1720;AusAid-DFAT;Relief;Non-Food Items;Sleeping Kit (Mat);1035;103504;Santa Elena;Finished;244;families
1721;AusAid-DFAT;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1035;103504;Santa Elena;Finished;244;families
1722;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;65;individuals
1723;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1724;ICRC;Health;Transport;Ambulance Transport;1035;103504;Santa Elena;Finished;2;individuals
1725;ICRC;Health;Health;First Aid Station;1035;103504;Santa Elena;Finished;1;station
1726;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;20;individuals
1727;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;45;individuals
1728;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;1;individual
1729;ICRC;Health;Transport;Ambulance Transport;1035;103504;Tubod;Finished;1;individual
1730;ICRC;Health;Health;BP Taking;1035;103504;Santa Elena;Finished;1;individual
1731;Local Donor: Pax Libera Inc.;Relief;Food Items;Food Items (Assorted);1035;103504;Santa Elena;Finished;242;families
1732;Local Donor;WASH;Non-Food Items;Jerry Can (20L);1035;103504;Buru-Un;Finished;69;families
1733;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;20;individuals
1734;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;16;individuals
1735;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;5;individuals
1736;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1737;Local Donor: Pax Libera Inc.;Relief;Food Items;Food Items (Assorted);1035;103504;Maria Cristina;Finished;206;families
1738;Local Donor: Pax Libera Inc.;WASH;Non-Food Items;Jerry Can (20L);1035;103504;Maria Cristina;Finished;206;families
1739;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;43;individuals
1740;ICRC;Health;Transport;Ambulance Transport;1035;103504;Maria Cristina;Finished;1;individual
1741;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;35;individuals
1742;ICRC;Health;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;10;individuals
1743;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1744;ICRC;Health;Health;First Aid;1035;103504;Santa Elena;Finished;1;individual
1745;ICRC;Health;Referral;Welfare Referral;1035;103504;Santa Elena;Finished;3;individuals
1746;ICRC;Health;Health;BP Taking;1035;103504;Santa Elena;Finished;6;individuals
1747;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;69;families
1748;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;86;individuals
1749;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;38;individuals
1750;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1751;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;24;individuals
1752;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;13;individuals
1753;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;52;individuals
1754;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1755;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;9;individuals
1756;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;3;individuals
1757;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;6;individuals
1758;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1759;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;24;individuals
1760;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;28;individuals
1761;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;39;individuals
1762;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1763;ICRC;Health;Health;First Aid;1035;103504;Santa Elena;Finished;1;individual
1764;ICRC;Health;Referral;Welfare Referral;1035;103504;Santa Elena;Finished;1;individual
1765;ICRC;Health;Health;BP Taking;1035;103504;Santa Elena;Finished;16;individuals
1766;ICRC;Health;Referral;Welfare Referral;1035;103504;Buru-Un;Finished;5;individuals
1767;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;66;individuals
1768;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;2;individuals
1769;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;10;individuals
1770;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;28;individuals
1771;ICRC;Health;Health;First Aid Station;1035;103504;Maria Cristina;Finished;1;station
1772;ICRC;Health;Transport;Ambulance Transport;1035;103504;Maria Cristina;Finished;1;individual
1773;ICRC;Health;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;2;individuals
1774;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;32;individuals
1775;ICRC;Health;Health;BP Taking;1035;103504;Maria Cristina;Finished;5;individuals
1776;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1777;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;1;individual
1778;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;32;individuals
1779;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;35;individuals
1780;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1781;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;38;individuals
1782;ICRC;Health;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;2;individuals
1783;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;12;individuals
1784;ICRC;Health;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;3;individuals
1785;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;28;individuals
1786;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;10;individuals
1787;ICRC;Health;RFL;I am Alive Call;1035;103504;Tubod;Finished;11;individuals
1788;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;6;individuals
1789;ICRC;Health;RFL;Tracing;1035;103504;Santa Elena;Finished;3;individual
1790;ICRC;Health;RFL;Tracing;1035;103504;Buru-Un;Finished;19;individuals
1791;ICRC;Health;RFL;Tracing;1035;103504;Maria Cristina;Finished;10;individuals
1792;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1793;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1794;ICRC;Health;Health;First Aid;1035;103504;Maria Cristina;Finished;1;individual
1795;ICRC;Health;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;5;individuals
1796;ICRC;Health;Health;BP Taking;1035;103504;Maria Cristina;Finished;5;individual
1797;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;39;individuals
1798;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;16;individuals
1799;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;42;individuals
1800;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;42;individuals
1801;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;24;individuals
1802;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;15;individuals
1803;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1804;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1805;ICRC;Health;Referral;Welfare Referral;1035;103504;Maria Cristina;Finished;4;individuals
1806;ICRC;Health;Health;BP Taking;1035;103504;Maria Cristina;Finished;6;individual
1807;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1808;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1809;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1810;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1811;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1812;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1813;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1814;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1815;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;51;individuals
1816;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;7;individuals
1817;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1818;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;134;individuals
1819;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;12;individuals
1820;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;40;individuals
1821;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;39;individuals
1822;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1823;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1824;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;21;individuals
1825;ICRC;Health;RFL;I am Alive Call;1035;103504;Santa Elena;Finished;21;individuals
1826;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;33;individuals
1827;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;70;individuals
1828;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1829;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103504;Buru-Un;Finished;251;individuals
1830;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;13;individuals
1831;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1832;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;67;individuals
1833;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;44;individuals
1834;ICRC;Health;RFL;Tracing;1035;103504;Maria Cristina;Finished;1;individual
1835;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;43;individuals
1836;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;48;individuals
1837;ICRC;Health;RFL;Tracing;1035;103504;Tubod;Finished;1;individual
1838;ICRC;Health;Referral;Welfare Referral;1035;103504;Tubod;Finished;1;individual
1839;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1840;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;81;individuals
1841;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1842;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;45;individuals
1843;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;41;individuals
1844;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;62;individuals
1845;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;63;individuals
1846;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1847;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1848;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;9;individuals
1849;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;18;individuals
1850;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Santa Elena;Finished;245;families
1851;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;82;individuals
1852;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;60;individuals
1853;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;16;individuals
1854;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;71;individuals
1855;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;33;individuals
1856;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Tibanga (Canaway);Finished;110;families
1857;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;170;families
1858;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1859;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1860;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1861;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;69;families
1862;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;86;individuals
1863;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;60;individuals
1864;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;42;individuals
1865;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;8;individuals
1866;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;16;individuals
1867;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;20;individuals
1868;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1869;Local Donor: Unitop General Merchandise;Relief;Food Items;Food Items (Assorted);1035;103504;Maria Cristina;Finished;210;families
1870;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1871;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1872;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;66;individuals
1873;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;67;individuals
1874;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;88;individuals
1875;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;17;individuals
1876;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;49;individuals
1877;ICRC;Health;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;119;individuals
1878;ICRC;Health;RFL;Tracing;1035;103504;Tibanga (Canaway);Finished;4;individuals
1879;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1880;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1881;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1882;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1883;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;16;individuals
1884;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;61;individuals
1885;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;18;individuals
1886;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;19;individuals
1887;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;4;individuals
1888;ICRC;Health;RFL;I am Alive Call;1035;103504;Maria Cristina;Finished;3;individuals
1889;ICRC;Health;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;66;individuals
1890;ICRC;Health;RFL;Tracing;1035;103504;Tubod;Finished;33;individuals
1891;ICRC;Health;RFL;Tracing;1035;103504;Tibanga (Canaway);Finished;7;individuals
1892;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1893;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;40;individuals
1894;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;67;individuals
1895;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;29;individuals
1896;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;31;individuals
1897;ICRC;Health;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;52;individuals
1898;ICRC;Health;Referral;Welfare Referral;1035;103504;Tibanga (Canaway);Finished;1;individual
1899;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1900;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1901;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;39;individuals
1902;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;31;individuals
1903;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;8;individuals
1904;ICRC;Health;RFL;I am Alive Call;1035;103504;Tibanga (Canaway);Finished;66;individuals
1905;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1906;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1907;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103504;Buru-Un;Finished;61;individuals
1908;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;71;individuals
1909;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1910;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1911;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1912;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;69;families
1913;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1914;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1915;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;53;individuals
1916;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;53;individuals
1917;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;71;individuals
1918;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;65;individuals
1919;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1920;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1921;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1922;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1923;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;59;individuals
1924;ICRC;Health;Health;Welfare Desk;1035;103504;Santa Elena;Finished;1;
1925;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;94;individuals
1926;ICRC;Health;Health;Welfare Desk;1035;103504;Maria Cristina;Finished;1;
1927;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;49;individuals
1928;ICRC;Health;Health;Welfare Desk;1035;103504;Buru-Un;Finished;;
1929;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;32;individuals
1930;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;59;individuals
1931;ICRC;Health;Health;Welfare Desk;1035;103504;Buru-Un;Finished;;
1932;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1933;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;17;individuals
1934;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;12;individuals
1935;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1936;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1937;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;98;individuals
1938;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;85;individuals
1939;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;48;individuals
1940;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;75;individuals
1941;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1942;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1943;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1944;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1945;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1946;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1947;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1948;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;12;individuals
1949;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;7;individuals
1950;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;14;individuals
1951;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;8;individuals
1952;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1953;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1954;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103504;Santa Elena;Finished;68;individuals
1955;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;59;individuals
1956;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;39;individuals
1957;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;22;individuals
1958;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1959;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1960;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;95;individuals
1961;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;9;individuals
1962;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;34;individuals
1963;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;3;individuals
1964;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1965;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1966;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;21;individuals
1967;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;30;individuals
1968;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;19;individuals
1969;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1970;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;17;individuals
1971;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;7;individuals
1972;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1973;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;112;individuals
1974;ICRC;Health;PSS;Psychosocial Support;1035;103504;Maria Cristina;Finished;66;individuals
1975;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;36;individuals
1976;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;1;individual
1977;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;50;individuals
1978;ICRC;Health;RFL;I am Alive Call;1035;103504;Buru-Un;Finished;2;individuals
1979;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1980;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1981;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1982;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1983;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;136;individuals
1984;ICRC;Health;PSS;Psychosocial Support;1035;103504;Tibanga (Canaway);Finished;22;individuals
1985;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1986;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1987;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1988;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1989;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103504;Buru-Un;Finished;76;individuals
1990;ICRC;Health;PSS;Psychosocial Support (Film Showing);1035;103504;Buru-Un;Finished;84;individuals
1991;Local Donor;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;69;families
1992;Local Donor: Toasted Muffins;Relief;Food Items;Food Items (Assorted);1035;103504;Maria Cristina;Finished;221;families
1993;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
1994;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103504;Buru-Un;Finished;112;individuals
1995;Local Donor: Gardenia;Relief;Food Items;Food Items (Assorted);1035;103504;Buru-Un;Finished;169;families
1996;Local Donor: Gardenia;Relief;Food Items;Food Items (Assorted);1035;103504;Tibanga (Canaway);Finished;101;families
1997;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
1998;ICRC;WASH;Hygiene Promotion;Hygiene Promotion;1035;103504;Buru-Un;Finished;107;individuals
1999;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;16;individuals
2000;ICRC;WASH;Water;Water;1035;103504;Buru-Un;Finished;;
2001;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
2002;ICRC;Health;PSS;Psychosocial Support;1035;103504;Buru-Un;Finished;17;individuals
2003;ICRC;Health;PSS;Psychosocial Support;1035;103504;Santa Elena;Finished;60;individuals
2004;ICRC;Health;PSS;Psychosocial Support;1035;103504;Pala-o;Finished;8;individuals
2005;ICRC;Health;RFL;Tracing;1035;103504;Santa Elena;Finished;1;individuals
2006;ICRC;Health;RFL;Tracing;1035;103504;Tubod;Finished;2;individuals
2007;ICRC;WASH;Water;Water;1035;103504;Tibanga (Canaway);Finished;;
2008;ICRC;WASH;Water;Water;1035;103504;Santa Elena;Finished;;
